239	Elekid	Elekid	45
240	Magby	Magby	45
241	Miltank	Miltank	45
242	Blissey	Blissey	30
243	Raikou	Raikou	3
244	Entei	Entei	3
245	Suicune	Suicune	3
246	Larvitar	Larvitar	45
247	Pupitar	Pupitar	45
248	Tyranitar	Tyranitar	45
249	Lugia	Lugia	3
250	Ho-Oh	Ho-Oh	3
251	Celebi	Celebi	45
252	Treecko	Treecko	45
253	Grovyle	Grovyle	45
254	Sceptile	Sceptile	45
255	Torchic	Torchic	45
256	Combusken	Combusken	45
257	Blaziken	Blaziken	45
258	Mudkip	Mudkip	45
259	Marshtomp	Marshtomp	45
260	Swampert	Swampert	45
261	Poochyena	Poochyena	255
262	Mightyena	Mightyena	127
263	Zigzagoon	Zigzagoon	255
264	Linoone	Linoone	90
265	Wurmple	Wurmple	255
266	Silcoon	Silcoon	120
267	Beautifly	Beautifly	45
268	Cascoon	Cascoon	120
269	Dustox	Dustox	45
270	Lotad	Lotad	255
271	Lombre	Lombre	120
272	Ludicolo	Ludicolo	45
273	Seedot	Seedot	255
274	Nuzleaf	Nuzleaf	120
275	Shiftry	Shiftry	45
276	Taillow	Taillow	200
277	Swellow	Swellow	45
278	Wingull	Wingull	190
279	Pelipper	Pelipper	45
280	Ralts	Ralts	235
281	Kirlia	Kirlia	120
282	Gardevoir	Gardevoir	45
283	Surskit	Surskit	200
284	Masquerain	Masquerain	75
285	Shroomish	Shroomish	255
286	Breloom	Breloom	90
287	Slakoth	Slakoth	255
288	Vigoroth	Vigoroth	120
289	Slaking	Slaking	45
290	Nincada	Nincada	255
291	Ninjask	Ninjask	120
292	Shedinja	Shedinja	45
293	Whismur	Whismur	190
294	Loudred	Loudred	120
295	Exploud	Exploud	45
296	Makuhita	Makuhita	180
297	Hariyama	Hariyama	200
298	Azurill	Azurill	150
299	Nosepass	Nosepass	255
300	Skitty	Skitty	255
301	Delcatty	Delcatty	60
302	Sableye	Sableye	45
303	Mawile	Mawile	45
304	Aron	Aron	180
305	Lairon	Lairon	90
306	Aggron	Aggron	45
307	Meditite	Meditite	180
308	Medicham	Medicham	90
309	Electrike	Electrike	120
310	Manectric	Manectric	45
311	Plusle	Plusle	200
312	Minun	Minun	200
313	Volbeat	Volbeat	150
314	Illumise	Illumise	150
315	Roselia	Roselia	150
316	Gulpin	Gulpin	225
317	Swalot	Swalot	75
318	Carvanha	Carvanha	225
319	Sharpedo	Sharpedo	60
320	Wailmer	Wailmer	125
321	Wailord	Wailord	60
322	Numel	Numel	255
323	Camerupt	Camerupt	150
324	Torkoal	Torkoal	90
325	Spoink	Spoink	255
326	Grumpig	Grumpig	60
327	Spinda	Spinda	255
328	Trapinch	Trapinch	255
329	Vibrava	Vibrava	120
330	Flygon	Flygon	45
331	Cacnea	Cacnea	190
332	Cacturne	Cacturne	60
333	Swablu	Swablu	255
334	Altaria	Altaria	45
335	Zangoose	Zangoose	90
336	Seviper	Seviper	90
337	Lunatone	Lunatone	45
338	Solrock	Solrock	45
339	Barboach	Barboach	190
340	Whiscash	Whiscash	75
341	Corphish	Corphish	205
342	Crawdaunt	Crawdaunt	155
343	Baltoy	Baltoy	255
344	Claydol	Claydol	90
345	Lileep	Lileep	45
346	Cradily	Cradily	45
347	Anorith	Anorith	45
348	Armaldo	Armaldo	45
349	Feebas	Feebas	255
350	Milotic	Milotic	60
351	Castform	Castform	45
352	Kecleon	Kecleon	200
353	Shuppet	Shuppet	225
354	Banette	Banette	45
355	Duskull	Duskull	190
356	Dusclops	Dusclops	90
357	Tropius	Tropius	200
358	Chimecho	Chimecho	45
359	Absol	Absol	30
360	Wynaut	Wynaut	125
361	Snorunt	Snorunt	190
362	Glalie	Glalie	75
363	Spheal	Spheal	255
364	Sealeo	Sealeo	120
365	Walrein	Walrein	45
366	Clamperl	Clamperl	255
367	Huntail	Huntail	60
368	Gorebyss	Gorebyss	60
369	Relicanth	Relicanth	25
370	Luvdisc	Luvdisc	225
371	Bagon	Bagon	45
372	Shelgon	Shelgon	45
373	Salamence	Salamence	45
374	Beldum	Beldum	3
375	Metang	Metang	3
376	Metagross	Metagross	3
377	Regirock	Regirock	3
378	Regice	Regice	3
379	Registeel	Registeel	3
380	Latias	Latias	3
381	Latios	Latios	3
382	Kyogre	Kyogre	3
383	Groudon	Groudon	3
384	Rayquaza	Rayquaza	45
385	Jirachi	Jirachi	3
386	Deoxys	Deoxys	3
387	Turtwig	Turtwig	45
388	Grotle	Grotle	45
389	Torterra	Torterra	45
390	Chimchar	Chimchar	45
391	Monferno	Monferno	45
392	Infernape	Infernape	45
393	Piplup	Piplup	45
394	Prinplup	Prinplup	45
395	Empoleon	Empoleon	45
396	Starly	Starly	255
397	Staravia	Staravia	120
398	Staraptor	Staraptor	45
399	Bidoof	Bidoof	255
400	Bibarel	Bibarel	127
401	Kricketot	Kricketot	255
402	Kricketune	Kricketune	45
403	Shinx	Shinx	235
404	Luxio	Luxio	120
405	Luxray	Luxray	45
406	Budew	Budew	255
407	Roserade	Roserade	75
408	Cranidos	Cranidos	45
409	Rampardos	Rampardos	45
410	Shieldon	Shieldon	45
411	Bastiodon	Bastiodon	45
412	Burmy	Burmy	120
413	Wormadam	Wormadam	45
414	Mothim	Mothim	45
415	Combee	Combee	120
416	Vespiquen	Vespiquen	45
417	Pachirisu	Pachirisu	200
418	Buizel	Buizel	190
419	Floatzel	Floatzel	75
420	Cherubi	Cherubi	190
421	Cherrim	Cherrim	75
422	Shellos	Shellos	190
423	Gastrodon	Gastrodon	75
424	Ambipom	Ambipom	45
425	Drifloon	Drifloon	125
426	Drifblim	Drifblim	60
427	Buneary	Buneary	190
428	Lopunny	Lopunny	60
429	Mismagius	Mismagius	45
430	Honchkrow	Honchkrow	30
431	Glameow	Glameow	190
432	Purugly	Purugly	75
433	Chingling	Chingling	120
434	Stunky	Stunky	225
435	Skuntank	Skuntank	60
436	Bronzor	Bronzor	255
437	Bronzong	Bronzong	90
438	Bonsly	Bonsly	255
439	Mime Jr.	Mime Jr.	145
440	Happiny	Happiny	130
441	Chatot	Chatot	30
442	Spiritomb	Spiritomb	100
443	Gible	Gible	45
444	Gabite	Gabite	45
445	Garchomp	Garchomp	45
446	Munchlax	Munchlax	50
447	Riolu	Riolu	75
448	Lucario	Lucario	45
449	Hippopotas	Hippopotas	140
450	Hippowdon	Hippowdon	60
451	Skorupi	Skorupi	120
452	Drapion	Drapion	45
453	Croagunk	Croagunk	140
454	Toxicroak	Toxicroak	75
455	Carnivine	Carnivine	200
456	Finneon	Finneon	190
457	Lumineon	Lumineon	75
458	Mantyke	Mantyke	25
459	Snover	Snover	120
460	Abomasnow	Abomasnow	60
461	Weavile	Weavile	45
462	Magnezone	Magnezone	30
463	Lickilicky	Lickilicky	30
464	Rhyperior	Rhyperior	30
465	Tangrowth	Tangrowth	30
466	Electivire	Electivire	30
467	Magmortar	Magmortar	30
468	Togekiss	Togekiss	30
469	Yanmega	Yanmega	30
470	Leafeon	Leafeon	45
471	Glaceon	Glaceon	45
472	Gliscor	Gliscor	30
473	Mamoswine	Mamoswine	50
474	Porygon-Z	Porygon-Z	30
475	Gallade	Gallade	45
476	Probopass	Probopass	60
477	Dusknoir	Dusknoir	45
478	Froslass	Froslass	75
479	Rotom	Rotom	45
480	Uxie	Uxie	3
481	Mesprit	Mesprit	3
482	Azelf	Azelf	3
483	Dialga	Dialga	3
484	Palkia	Palkia	3
485	Heatran	Heatran	3
486	Regigigas	Regigigas	3
487	Giratina	Giratina	3
488	Cresselia	Cresselia	3
489	Phione	Phione	30
490	Manaphy	Manaphy	3
491	Darkrai	Darkrai	3
492	Shaymin	Shaymin	45
493	Arceus	Arceus	3
494	Victini	Victini	3
495	Snivy	Snivy	45
496	Servine	Servine	45
497	Serperior	Serperior	45
498	Tepig	Tepig	45
499	Pignite	Pignite	45
500	Emboar	Emboar	45
501	Oshawott	Oshawott	45
502	Dewott	Dewott	45
503	Samurott	Samurott	45
504	Patrat	Patrat	255
505	Watchog	Watchog	255
506	Lillipup	Lillipup	255
507	Herdier	Herdier	120
508	Stoutland	Stoutland	45
509	Purrloin	Purrloin	255
510	Liepard	Liepard	90
511	Pansage	Pansage	190
512	Simisage	Simisage	75
513	Pansear	Pansear	190
514	Simisear	Simisear	75
515	Panpour	Panpour	190
516	Simipour	Simipour	75
517	Munna	Munna	190
518	Musharna	Musharna	75
519	Pidove	Pidove	255
520	Tranquill	Tranquill	120
521	Unfezant	Unfezant	45
522	Blitzle	Blitzle	190
523	Zebstrika	Zebstrika	75
524	Roggenrola	Roggenrola	255
525	Boldore	Boldore	120
526	Gigalith	Gigalith	45
527	Woobat	Woobat	190
528	Swoobat	Swoobat	45
529	Drilbur	Drilbur	120
530	Excadrill	Excadrill	60
531	Audino	Audino	255
532	Timburr	Timburr	180
533	Gurdurr	Gurdurr	90
534	Conkeldurr	Conkeldurr	45
535	Tympole	Tympole	255
536	Palpitoad	Palpitoad	120
537	Seismitoad	Seismitoad	45
538	Throh	Throh	45
539	Sawk	Sawk	45
540	Sewaddle	Sewaddle	255
541	Swadloon	Swadloon	120
542	Leavanny	Leavanny	45
543	Venipede	Venipede	255
544	Whirlipede	Whirlipede	120
545	Scolipede	Scolipede	45
546	Cottonee	Cottonee	190
547	Whimsicott	Whimsicott	75
548	Petilil	Petilil	190
549	Lilligant	Lilligant	75
550	Basculin	Basculin	25
551	Sandile	Sandile	180
552	Krokorok	Krokorok	90
553	Krookodile	Krookodile	45
554	Darumaka	Darumaka	120
555	Darmanitan	Darmanitan	60
556	Maractus	Maractus	255
557	Dwebble	Dwebble	190
558	Crustle	Crustle	75
559	Scraggy	Scraggy	180
560	Scrafty	Scrafty	90
561	Sigilyph	Sigilyph	45
562	Yamask	Yamask	190
563	Cofagrigus	Cofagrigus	90
564	Tirtouga	Tirtouga	45
565	Carracosta	Carracosta	45
566	Archen	Archen	45
567	Archeops	Archeops	45
568	Trubbish	Trubbish	190
569	Garbodor	Garbodor	60
570	Zorua	Zorua	75
571	Zoroark	Zoroark	45
572	Minccino	Minccino	255
573	Cinccino	Cinccino	60
574	Gothita	Gothita	200
575	Gothorita	Gothorita	100
576	Gothitelle	Gothitelle	50
577	Solosis	Solosis	200
578	Duosion	Duosion	100
579	Reuniclus	Reuniclus	50
580	Ducklett	Ducklett	190
581	Swanna	Swanna	45
582	Vanillite	Vanillite	255
583	Vanillish	Vanillish	120
584	Vanilluxe	Vanilluxe	45
585	Deerling	Deerling	190
586	Sawsbuck	Sawsbuck	75
587	Emolga	Emolga	200
588	Karrablast	Karrablast	200
589	Escavalier	Escavalier	75
590	Foongus	Foongus	190
591	Amoonguss	Amoonguss	75
592	Frillish	Frillish	190
593	Jellicent	Jellicent	60
594	Alomomola	Alomomola	75
595	Joltik	Joltik	190
596	Galvantula	Galvantula	75
597	Ferroseed	Ferroseed	255
598	Ferrothorn	Ferrothorn	90
599	Klink	Klink	130
600	Klang	Klang	60
601	Klinklang	Klinklang	30
602	Tynamo	Tynamo	190
603	Eelektrik	Eelektrik	60
604	Eelektross	Eelektross	30
605	Elgyem	Elgyem	255
606	Beheeyem	Beheeyem	90
607	Litwick	Litwick	190
608	Lampent	Lampent	90
609	Chandelure	Chandelure	45
610	Axew	Axew	75
611	Fraxure	Fraxure	60
612	Haxorus	Haxorus	45
613	Cubchoo	Cubchoo	120
614	Beartic	Beartic	60
615	Cryogonal	Cryogonal	25
616	Shelmet	Shelmet	200
617	Accelgor	Accelgor	75
618	Stunfisk	Stunfisk	75
619	Mienfoo	Mienfoo	180
620	Mienshao	Mienshao	45
621	Druddigon	Druddigon	45
622	Golett	Golett	190
623	Golurk	Golurk	90
624	Pawniard	Pawniard	120
625	Bisharp	Bisharp	45
626	Bouffalant	Bouffalant	45
627	Rufflet	Rufflet	190
628	Braviary	Braviary	60
629	Vullaby	Vullaby	190
630	Mandibuzz	Mandibuzz	60
631	Heatmor	Heatmor	90
632	Durant	Durant	90
633	Deino	Deino	45
634	Zweilous	Zweilous	45
635	Hydreigon	Hydreigon	45
636	Larvesta	Larvesta	45
637	Volcarona	Volcarona	15
638	Cobalion	Cobalion	3
639	Terrakion	Terrakion	3
640	Virizion	Virizion	3
641	Tornadus	Tornadus	3
642	Thundurus	Thundurus	3
643	Reshiram	Reshiram	3
644	Zekrom	Zekrom	3
645	Landorus	Landorus	3
646	Kyurem	Kyurem	3
647	Keldeo	Keldeo	3
648	Meloetta	Meloetta	3
649	Genesect	Genesect	3
650	Chespin	Chespin	45
651	Quilladin	Quilladin	45
652	Chesnaught	Chesnaught	45
653	Fennekin	Fennekin	45
654	Braixen	Braixen	45
655	Delphox	Delphox	45
656	Froakie	Froakie	45
657	Frogadier	Frogadier	45
658	Greninja	Greninja	45
659	Bunnelby	Bunnelby	255
660	Diggersby	Diggersby	127
661	Fletchling	Fletchling	255
662	Fletchinder	Fletchinder	120
663	Talonflame	Talonflame	45
664	Scatterbug	Scatterbug	255
665	Spewpa	Spewpa	120
666	Vivillon	Vivillon	45
667	Litleo	Litleo	220
668	Pyroar	Pyroar	65
669	Flabébé	Flabébé	225
670	Floette	Floette	120
671	Florges	Florges	45
672	Skiddo	Skiddo	200
673	Gogoat	Gogoat	45
674	Pancham	Pancham	220
675	Pangoro	Pangoro	65
676	Furfrou	Furfrou	160
677	Espurr	Espurr	190
678	Meowstic	Meowstic	75
679	Honedge	Honedge	180
680	Doublade	Doublade	90
681	Aegislash	Aegislash	45
682	Spritzee	Spritzee	200
683	Aromatisse	Aromatisse	140
684	Swirlix	Swirlix	200
685	Slurpuff	Slurpuff	140
686	Inkay	Inkay	190
687	Malamar	Malamar	80
688	Binacle	Binacle	120
689	Barbaracle	Barbaracle	45
690	Skrelp	Skrelp	225
691	Dragalge	Dragalge	55
692	Clauncher	Clauncher	225
693	Clawitzer	Clawitzer	55
694	Helioptile	Helioptile	190
695	Heliolisk	Heliolisk	75
696	Tyrunt	Tyrunt	45
697	Tyrantrum	Tyrantrum	45
698	Amaura	Amaura	45
699	Aurorus	Aurorus	45
700	Sylveon	Sylveon	45
701	Hawlucha	Hawlucha	100
702	Dedenne	Dedenne	180
703	Carbink	Carbink	60
704	Goomy	Goomy	45
705	Sliggoo	Sliggoo	45
706	Goodra	Goodra	45
707	Klefki	Klefki	75
708	Phantump	Phantump	120
709	Trevenant	Trevenant	60
710	Pumpkaboo	Pumpkaboo	120
711	Gourgeist	Gourgeist	60
712	Bergmite	Bergmite	190
713	Avalugg	Avalugg	55
714	Noibat	Noibat	190
715	Noivern	Noivern	45
716	Xerneas	Xerneas	45
717	Yveltal	Yveltal	45
718	Zygarde	Zygarde	3
719	Diancie	Diancie	3
720	Hoopa	Hoopa	3
721	Volcanion	Volcanion	3
